22FCJ0001J,SUPERVISION DE ZONA DE EDUCACION INICIAL NUM. 1,22,QUERÉTARO,1,ACTIVO,29/02/2016 12:00:00 a. m.,22INM2D76E,164883,ANDADOR 17,427948,NINGUNO NINGUNO,698489,NINGUNO NINGUNO,992892,NINGUNO NINGUNO,0,SN,0,,22,QUERÉTARO,014,QUERÉTARO,0001,SANTIAGO DE QUERÉTARO,0112,LOMAS DE CASA BLANCA,76000,,20.593400,-100.390000,1,PÚBLICO,5,FEDERAL TRANSFERIDO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,0,,0,,0,,F100,SUPERVISIÓN DE ZONA DE EDUCACIÓN INICIAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,1,DIRECTOR O RESPONSABLE DEL CT,2,TITULAR,NA,,,JUANA IRMA,ARANDA,CALZADA,4422090868,,actualizar@hotmail.com,2502,,22ADG0001Z,,,
22FCJ0002I,SUPERVISION DE ZONA DE EDUCACION INICIAL NUM. 2,22,QUERÉTARO,1,ACTIVO,29/02/2016 12:00:00 a. m.,22INM2D76E,164883,ANDADOR 17,427948,NINGUNO NINGUNO,698489,NINGUNO NINGUNO,992892,NINGUNO NINGUNO,0,SN,0,,22,QUERÉTARO,014,QUERÉTARO,0001,SANTIAGO DE QUERÉTARO,0112,LOMAS DE CASA BLANCA,76000,,20.593400,-100.390000,1,PÚBLICO,5,FEDERAL TRANSFERIDO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,0,,0,,0,,F100,SUPERVISIÓN DE ZONA DE EDUCACIÓN INICIAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,1,DIRECTOR O RESPONSABLE DEL CT,2,TITULAR,NA,,,CECILIA P.,CASTRO,RESENDIZ,4422090868,,actualizar@hotmail.com,2502,,22ADG0001Z,,,
22FCJ0003H,SUPERVISION DE ZONA DE EDUCACION INICIAL NUM. 3,22,QUERÉTARO,1,ACTIVO,29/02/2016 12:00:00 a. m.,22INM2D76E,164883,ANDADOR 17,992892,NINGUNO NINGUNO,427948,NINGUNO NINGUNO,698489,NINGUNO NINGUNO,0,SN,0,NA,22,QUERÉTARO,014,QUERÉTARO,0001,SANTIAGO DE QUERÉTARO,0112,LOMAS DE CASA BLANCA,76000,,20.593400,-100.390000,1,PÚBLICO,5,FEDERAL TRANSFERIDO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,0,,0,,0,,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,1,DIRECTOR O RESPONSABLE DEL CT,2,TITULAR,NA,,,MARICELA,RAMIREZ,LARA,4422092304,,actualizar@hotmail.com,2502,,22ADG0001Z,,,
22FCJ0004G,SUPERVISION DE ZONA DE EDUCACION INICIAL NUM. 4,22,QUERÉTARO,1,ACTIVO,29/02/2016 12:00:00 a. m.,22INM2D76E,164883,ANDADOR 17,427948,NINGUNO NINGUNO,698489,NINGUNO NINGUNO,992892,NINGUNO NINGUNO,0,SN,0,,22,QUERÉTARO,014,QUERÉTARO,0001,SANTIAGO DE QUERÉTARO,0112,LOMAS DE CASA BLANCA,76000,,20.593400,-100.390000,1,PÚBLICO,5,FEDERAL TRANSFERIDO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,0,,0,,0,,F100,SUPERVISIÓN DE ZONA DE EDUCACIÓN INICIAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,1,DIRECTOR O RESPONSABLE DEL CT,2,TITULAR,NA,,,LETICIA,MORALES,SANCHEZ,4422091924,,actualizar@hotmail.com,2504,,22ADG0001Z,,,
22FCJ0005F,SUPERVISION DE ZONA DE EDUCACION INICIAL NUM. 5,22,QUERÉTARO,1,ACTIVO,29/02/2016 12:00:00 a. m.,22INM2D76E,164883,ANDADOR 17,427948,NINGUNO NINGUNO,698489,NINGUNO NINGUNO,992892,NINGUNO NINGUNO,0,SN,0,,22,QUERÉTARO,014,QUERÉTARO,0001,SANTIAGO DE QUERÉTARO,0112,LOMAS DE CASA BLANCA,76000,,20.593400,-100.390000,1,PÚBLICO,5,FEDERAL TRANSFERIDO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,0,,0,,0,,F100,SUPERVISIÓN DE ZONA DE EDUCACIÓN INICIAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,1,DIRECTOR O RESPONSABLE DEL CT,2,TITULAR,NA,,,MA. DE LOS ANGELES,FAVELA,CHAVEZ,4422091924,,actualizar@hotmail.com,2504,,22ADG0001Z,,,
22FCJ0006E,SUPERVISION DE ZONA DE EDUCACION INICIAL NUM. 6,22,QUERÉTARO,1,ACTIVO,29/02/2016 12:00:00 a. m.,22INM2DBD1,165465,AVENIDA LOMAS DE SAN JUAN,993972,NINGUNO NINGUNO,428931,NINGUNO NINGUNO,699484,NINGUNO NINGUNO,172,NA,0,NA,22,QUERÉTARO,016,SAN JUAN DEL RÍO,0001,SAN JUAN DEL RÍO,0037,LOMAS DE SAN JUAN,76806,,20.386400,-99.999600,1,PÚBLICO,5,FEDERAL TRANSFERIDO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,0,,0,,0,,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,1,DIRECTOR O RESPONSABLE DEL CT,2,TITULAR,NA,,,PATRICIA,RIOS,PEREZ,4272643906,,actualizar@hotmail.com,2506,,22ADG0057B,,,
22FCJ0007D,SUPERVISION DE ZONA DE EDUCACION INICIAL NUM. 7,22,QUERÉTARO,1,ACTIVO,29/02/2016 12:00:00 a. m.,22INM2D786,164884,ANDADOR 17,427969,NINGUNO NINGUNO,698510,NINGUNO NINGUNO,992915,NINGUNO NINGUNO,0,SN,0,,22,QUERÉTARO,014,QUERÉTARO,0001,SANTIAGO DE QUERÉTARO,0112,LOMAS DE CASA BLANCA,76089,,20.593400,-100.390000,1,PÚBLICO,5,FEDERAL TRANSFERIDO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,0,,0,,0,,F100,SUPERVISIÓN DE ZONA DE EDUCACIÓN INICIAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,1,DIRECTOR O RESPONSABLE DEL CT,2,TITULAR,NA,,,MIRIAM EMILIA,REYES,MARTINEZ,4422226022,,actualizar@hotmail.com,2507,,22ADG0001Z,,,
22FIS0001V,SUPERVISION DE ZONA DE EDUCACION SECUNDARIA GENERAL NUM. 1,22,QUERÉTARO,1,ACTIVO,29/02/2016 12:00:00 a. m.,22INM2D74B,164996,PROLONGACIÓN CORREGIDORA NORTE,427918,NINGUNO NINGUNO,698457,NINGUNO NINGUNO,992857,NINGUNO NINGUNO,471,,0,,22,QUERÉTARO,014,QUERÉTARO,0001,SANTIAGO DE QUERÉTARO,0108,LINDA VISTA,76000,,20.593400,-100.390000,1,PÚBLICO,5,FEDERAL TRANSFERIDO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,0,,0,,0,,F105,SUPERVISIÓN DE ZONA DE EDUCACIÓN SECUNDARIA GENERAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,1,DIRECTOR O RESPONSABLE DEL CT,2,TITULAR,NA,,,VICTOR,TORRES,GONZALEZ,4422241686,,actualizar@hotmail.com,,,22ADG0001Z,,,
22FIS0002U,SUPERVISION DE ZONA DE EDUCACION SECUNDARIA GENERAL NUM. 2,22,QUERÉTARO,1,ACTIVO,29/02/2016 12:00:00 a. m.,22INM2D6FA,273351,PROLONGACIÓN INVIERNO,427844,NINGUNO NINGUNO,698387,NINGUNO NINGUNO,993175,NINGUNO NINGUNO,0,SN,0,,22,QUERÉTARO,014,QUERÉTARO,0001,SANTIAGO DE QUERÉTARO,0095,LA POPULAR,76000,,20.593400,-100.390000,1,PÚBLICO,5,FEDERAL TRANSFERIDO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,0,,0,,0,,F105,SUPERVISIÓN DE ZONA DE EDUCACIÓN SECUNDARIA GENERAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,1,DIRECTOR O RESPONSABLE DEL CT,2,TITULAR,NA,,,NINGUNO,NINGUNO,,4422172420,,actualizar@hotmail.com,,,22ADG0001Z,,,
22FIS0003T,SUPERVISION DE ZONA DE EDUCACION SECUNDARIA GENERAL NUM. 3,22,QUERÉTARO,1,ACTIVO,29/02/2016 12:00:00 a. m.,22INM2D60F,272599,AVENIDA PROFESORES,427659,NINGUNO NINGUNO,698189,NINGUNO NINGUNO,992555,NINGUNO NINGUNO,0,SN,0,,22,QUERÉTARO,014,QUERÉTARO,0001,SANTIAGO DE QUERÉTARO,0053,EL MARQUES,76000,,20.593400,-100.390000,1,PÚBLICO,5,FEDERAL TRANSFERIDO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,0,,0,,0,,F105,SUPERVISIÓN DE ZONA DE EDUCACIÓN SECUNDARIA GENERAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,1,DIRECTOR O RESPONSABLE DEL CT,2,TITULAR,NA,,,NINGUNO,NINGUNO,,4422483220,,actualizar@hotmail.com,,,22ADG0001Z,,,
22FIS0004S,SUPERVISION DE ZONA DE EDUCACION SECUNDARIA GENERAL NUM. 4,22,QUERÉTARO,1,ACTIVO,29/02/2016 12:00:00 a. m.,22INM2DBE6,273858,PROLONGACIÓN RIO EXTORAS ,566302,CALLE RIO GALINDO,832873,CALLE RIO LERMA,993993,NINGUNO NINGUNO,0,SN,0,,22,QUERÉTARO,016,SAN JUAN DEL RÍO,0001,SAN JUAN DEL RÍO,0059,NINGUNO,00000,,20.386400,-99.999600,1,PÚBLICO,5,FEDERAL TRANSFERIDO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,0,,0,,0,,F105,SUPERVISIÓN DE ZONA DE EDUCACIÓN SECUNDARIA GENERAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,1,DIRECTOR O RESPONSABLE DEL CT,2,TITULAR,NA,,,RAFAEL,CABRERA,BAUTISTA,4272749345,,actualizar@hotmail.com,,,22ADG0057B,,,
